line,datetime,dim,m_dist,anom_size,bus1,bus2,bus3,bus4,bus5,bus6,bus7,bus8,bus9,bus10,bus11,bus12,bus13,hw12,hw23,hw34,hw45,hw56,hw67,hw78,hw89,hw910,hw1011,hw1112,hw1213
18,2021-01-11 19:04:58.172470400,4,4.44052,4,BF67GMZ,LJ15JZA,LJ66TSU,LJ16EWH,BF67GKU,0,0,0,0,0,0,0,0,554,355,-426,-900,0,0,0,0,0,0,0,0
18,2021-01-11 19:04:26.420386300,4,4.53583,4,BF67GMZ,LJ15JZA,LJ66TSU,LJ16EWH,BF67GKU,0,0,0,0,0,0,0,0,535,298,-456,-900,0,0,0,0,0,0,0,0
18,2021-01-11 18:58:55.889169800,3,4.7117,4,BF67GMZ,LJ15JZA,LJ66TSU,LJ16EWH,0,0,0,0,0,0,0,0,0,412,410,-1368,0,0,0,0,0,0,0,0,0
18,2021-01-11 18:56:58.034539300,3,5.09408,4,BF67GMZ,LJ15JZA,LJ66TSU,LJ16EWH,0,0,0,0,0,0,0,0,0,426,373,-1488,0,0,0,0,0,0,0,0,0
18,2021-01-11 18:54:27.115498900,3,4.47891,4,BF67GMZ,LJ15JZA,LJ66TSU,LJ16EWH,0,0,0,0,0,0,0,0,0,578,363,-1284,0,0,0,0,0,0,0,0,0
18,2021-01-11 19:05:58.120659700,4,4.63177,3,LJ15JZA,LJ66TSU,LJ16EWH,BF67GKU,BF67GKY,0,0,0,0,0,0,0,0,419,-727,-568,1694,0,0,0,0,0,0,0,0
18,2021-01-11 19:05:58.120659700,3,4.3768,3,LJ15JZA,LJ66TSU,LJ16EWH,BF67GKU,0,0,0,0,0,0,0,0,0,419,-727,-568,0,0,0,0,0,0,0,0,0
18,2021-01-11 19:05:29.432892900,4,4.69523,3,LJ15JZA,LJ66TSU,LJ16EWH,BF67GKU,BF67GKY,0,0,0,0,0,0,0,0,356,-759,-568,1656,0,0,0,0,0,0,0,0
18,2021-01-11 19:05:29.432892900,3,4.49624,3,LJ15JZA,LJ66TSU,LJ16EWH,BF67GKU,0,0,0,0,0,0,0,0,0,356,-759,-568,0,0,0,0,0,0,0,0,0
18,2021-01-11 19:04:58.172470400,4,4.66724,3,LJ15JZA,LJ66TSU,LJ16EWH,BF67GKU,BF67GKY,0,0,0,0,0,0,0,0,355,-426,-900,1694,0,0,0,0,0,0,0,0
18,2021-01-11 19:04:58.172470400,3,4.50998,3,LJ15JZA,LJ66TSU,LJ16EWH,BF67GKU,0,0,0,0,0,0,0,0,0,355,-426,-900,0,0,0,0,0,0,0,0,0
18,2021-01-11 19:04:26.420386300,3,4.60985,3,LJ15JZA,LJ66TSU,LJ16EWH,BF67GKU,0,0,0,0,0,0,0,0,0,298,-456,-900,0,0,0,0,0,0,0,0,0
